1.389160  	3.632812  	0.000000  
1.411133  	3.637695  	0.000000  
1.411133  	3.637695  	0.000000  
1.406250  	3.637695  	0.002441  
1.401367  	3.637695  	0.000000  
1.394043  	3.637695  	0.000000  
1.401367  	3.637695  	0.000000  
1.408691  	3.635254  	0.000000  
1.408691  	3.635254  	0.000000  
1.403809  	3.632812  	0.000000  
1.398926  	3.632812  	0.000000  
1.391602  	3.635254  	0.000000  
1.391602  	3.637695  	0.000000  
1.398926  	3.637695  	0.000000  
1.423340  	3.645020  	0.000000  
1.418457  	3.640137  	0.002441  
1.413574  	3.637695  	0.000000  
1.403809  	3.635254  	0.000000  
1.396484  	3.635254  	0.000000  
1.396484  	3.640137  	0.000000  
1.398926  	3.637695  	0.000000  
1.408691  	3.637695  	0.000000  
1.398926  	3.632812  	0.000000  
1.403809  	3.637695  	0.000000  
1.398926  	3.635254  	0.000000  
1.396484  	3.637695  	0.002441  
1.398926  	3.637695  	0.000000  
1.401367  	3.635254  	0.000000  
1.403809  	3.635254  	0.000000  
1.398926  	3.623047  	0.000000  
1.398926  	3.637695  	0.000000  
1.398926  	3.635254  	0.000000  
1.394043  	3.635254  	0.000000  
1.398926  	3.635254  	0.000000  
1.406250  	3.637695  	0.000000  
1.406250  	3.637695  	0.000000  
1.394043  	3.627930  	0.000000  
1.398926  	3.635254  	0.000000  
1.394043  	3.637695  	0.000000  
1.391602  	3.635254  	0.000000  
1.398926  	3.635254  	0.000000  
1.411133  	3.637695  	0.000000  
1.413574  	3.637695  	0.000000  
1.423340  	3.647461  	0.000000  
1.408691  	3.642578  	0.002441  
1.394043  	3.635254  	0.000000  
1.389160  	3.637695  	0.000000  
1.398926  	3.635254  	0.000000  
1.408691  	3.637695  	0.002441  
1.411133  	3.637695  	0.002441  
1.411133  	3.640137  	0.000000  
1.401367  	3.632812  	0.000000  
1.394043  	3.637695  	0.000000  
1.394043  	3.637695  	0.000000  
1.401367  	3.637695  	0.000000  
1.413574  	3.640137  	0.000000  
1.411133  	3.637695  	0.000000  
1.403809  	3.637695  	0.000000  
1.408691  	3.632812  	0.002441  
1.391602  	3.637695  	0.000000  
1.394043  	3.637695  	0.002441  
1.398926  	3.637695  	0.000000  
1.408691  	3.637695  	0.000000  
1.411133  	3.635254  	0.000000  
1.408691  	3.637695  	0.000000  
1.396484  	3.632812  	0.000000  
1.391602  	3.635254  	0.000000  
1.396484  	3.635254  	0.000000  
1.401367  	3.635254  	0.000000  
1.406250  	3.637695  	0.000000  
1.408691  	3.637695  	0.000000  
1.406250  	3.637695  	0.000000  
1.401367  	3.645020  	0.000000  
1.394043  	3.640137  	0.000000  
1.401367  	3.640137  	0.002441  
1.408691  	3.637695  	0.000000  
1.411133  	3.635254  	0.000000  
1.408691  	3.637695  	0.000000  
1.401367  	3.640137  	0.000000  
1.398926  	3.635254  	0.000000  
1.396484  	3.637695  	0.000000  
1.396484  	3.637695  	0.000000  
1.403809  	3.640137  	0.002441  
1.408691  	3.637695  	0.000000  
1.411133  	3.637695  	0.000000  
1.406250  	3.637695  	0.000000  
1.398926  	3.637695  	0.002441  
1.401367  	3.637695  	0.004883  
1.398926  	3.637695  	0.000000  
1.403809  	3.637695  	0.000000  
1.406250  	3.640137  	0.000000  
1.406250  	3.637695  	0.000000  
1.398926  	3.637695  	0.000000  
1.394043  	3.637695  	0.000000  
1.398926  	3.640137  	0.000000  
1.401367  	3.637695  	0.000000  
1.408691  	3.635254  	0.000000  
1.411133  	3.640137  	0.000000  
1.408691  	3.637695  	0.000000  
1.401367  	3.640137  	0.000000  
1.389160  	3.637695  	0.000000  
1.406250  	3.647461  	0.000000  
1.398926  	3.635254  	0.000000  
1.406250  	3.637695  	0.000000  
1.411133  	3.637695  	0.000000  
1.411133  	3.637695  	0.000000  
1.398926  	3.635254  	0.000000  
1.396484  	3.637695  	0.000000  
1.401367  	3.637695  	0.000000  
1.406250  	3.637695  	0.002441  
1.403809  	3.637695  	0.000000  
1.406250  	3.635254  	0.000000  
1.398926  	3.635254  	0.000000  
1.391602  	3.637695  	0.000000  
1.391602  	3.637695  	0.000000  
1.401367  	3.637695  	0.000000  
1.416016  	3.640137  	0.002441  
1.413574  	3.640137  	0.000000  
1.413574  	3.637695  	0.000000  
1.403809  	3.635254  	0.000000  
1.391602  	3.635254  	0.000000  
1.389160  	3.632812  	0.000000  
1.396484  	3.637695  	0.000000  
1.401367  	3.640137  	0.000000  
1.411133  	3.637695  	0.000000  
1.408691  	3.637695  	0.000000  
1.406250  	3.642578  	0.000000  
1.396484  	3.637695  	0.000000  
1.394043  	3.637695  	0.000000  
1.398926  	3.637695  	0.000000  
1.416016  	3.649902  	0.000000  
1.411133  	3.640137  	0.000000  
1.406250  	3.637695  	0.002441  
1.398926  	3.637695  	0.000000  
1.396484  	3.640137  	0.000000  
1.396484  	3.637695  	0.000000  
1.401367  	3.637695  	0.000000  
1.408691  	3.637695  	0.000000  
1.401367  	3.632812  	0.000000  
1.408691  	3.637695  	0.000000  
1.396484  	3.637695  	0.000000  
1.389160  	3.637695  	0.000000  
1.394043  	3.640137  	0.000000  
1.403809  	3.640137  	0.000000  
1.408691  	3.637695  	0.000000  
1.413574  	3.635254  	0.002441  
1.408691  	3.637695  	0.000000  
1.398926  	3.635254  	0.000000  
1.391602  	3.637695  	0.000000  
1.398926  	3.640137  	0.000000  
1.401367  	3.642578  	0.000000  
1.406250  	3.637695  	0.000000  
1.403809  	3.635254  	0.002441  
1.403809  	3.637695  	0.000000  
1.394043  	3.635254  	0.000000  
1.391602  	3.635254  	0.000000  
1.398926  	3.635254  	0.000000  
1.411133  	3.640137  	0.004883  
1.411133  	3.640137  	0.000000  
1.416016  	3.640137  	0.002441  
1.403809  	3.637695  	0.000000  
1.394043  	3.640137  	0.000000  
1.394043  	3.637695  	0.000000  
1.396484  	3.637695  	0.000000  
1.406250  	3.637695  	0.000000  
1.411133  	3.640137  	0.000000  
1.413574  	3.635254  	0.000000  
1.396484  	3.635254  	0.000000  
1.398926  	3.640137  	0.000000  
1.398926  	3.640137  	0.000000  
1.398926  	3.637695  	0.000000  
1.406250  	3.640137  	0.000000  
1.411133  	3.637695  	0.000000  
1.406250  	3.640137  	0.000000  
1.396484  	3.637695  	0.004883  
